Timestamp,How would you describe your racial/ethnic identity?,Do you identify as low-income?,How would you describe your gender?,How would you describe your sexual orientation?,Are you a first-generation college student?,Do you have disabilities?,How many semesters have you lived at Cloyne?,Which semester at Cloyne is this for you?,"If there are any other identities you'd like to make known, you may do so below.",How would you describe your disabilities?,Please assess the following claims about disability generally. [Social events at Cloyne accommodate my disabilities.],Please assess the following claims about disability generally. [The central-level process for workshift or bedroom accommodations works well.],Please assess the following claims about disability generally. [I have been given appropriate workshift or bedroom accommodations at the unit-level.],Please assess the following claims about disability generally. [Managers make me feel accommodated.],What do you want to see at Cloyne for people with disabilities?,"If you have physical disabilities, please assess the following claims about accessibility. [Cloyne's spaces, events, facilities, and processes are accessible to me.]","If you have physical disabilities, please assess the following claims about accessibility. [I cannot but would like to be able to use at least one of the basement facilities (dark/music/meditation room, makerspace, or gym).]","If you have physical disabilities, please assess the following claims about accessibility. [I would prefer that the E1 study room (currently silent) be made into a group study room.]","If you have physical disabilities, please assess the following claims about accessibility. [Dinner logistics (including line, dining room, and serving set-up) work well for me.]","If you have physical disabilities, please assess the following claims about accessibility. [I cannot but would like to be able to attend support circles (currently held on the second floor).]","What can be done to make other spaces, events, facilities, and processes more accessible to you?",Do you have other feedback about making Cloyne more inclusive for people with disabilities?,How poorly or well do you think the following values are realized at Cloyne? [Inclusion],How poorly or well do you think the following values are realized at Cloyne? [Anti-Oppression],How poorly or well do you think the following values are realized at Cloyne? [Allyship],How poorly or well do you think the following values are realized at Cloyne? [Community],How poorly or well do you think the following values are realized at Cloyne? [Cooperativity],How poorly or well do you think the following values are realized at Cloyne? [Democracy],"If you have experienced microaggressions or other oppressive behaviors at Cloyne, which have you experienced?",Please assess the following claims about community. [I have a support system at Cloyne.],Please assess the following claims about community. [I was able to make friends easily at Cloyne.],Please assess the following claims about community. [Other members have made me feel welcome.],Please assess the following claims about community. [Welcome week helped me meet people and make friends.],"Please assess the following claims about community. [I feel comfortable taking up space in common areas, such as the dining room.]",Please assess the following claims about community. [Members communicate respectfully.],Please assess the following claims about community. [Members acknowledge their privilege.],"Please assess the following claims about community. [I feel comfortable using house resources, such as food.]",Please assess the following claims about community. [Members socialize across identity groups.],"Please assess the following claims about community. [I feel comfortable using facilities, such as the makerspace or sauna.]",Please assess the following claims about Cloyne's managers and council. [I feel comfortable bringing up issues with managers.],Please assess the following claims about Cloyne's managers and council. [Managers use their elected authority appropriately.],"Please assess the following claims about Cloyne's managers and council. [I would feel comfortable running for a manager position, if interested.]",Please assess the following claims about Cloyne's managers and council. [The manager team is representative and diverse.],Please assess the following claims about Cloyne's managers and council. [The manager team makes me feel welcome.],Please assess the following claims about Cloyne's managers and council. [I feel comfortable attending council.],Please assess the following claims about Cloyne's managers and council. [I feel empowered to speak and vote at council the way I would like to.],Please assess the following claims about Cloyne's managers and council. [I feel that my opinion is heard and valued at council.],Please assess the following claims about Cloyne's managers and council. [Council's facilitation is inclusive.],Underrepresentation can cause feelings of marginalization. Where and in what groups (if at all) do you experience this? [General membership],Underrepresentation can cause feelings of marginalization. Where and in what groups (if at all) do you experience this? [Manager team],What community programs would you like to see?,Do you have other feedback about community or governance?,How often do you attend each of the following events? [Dinner/Brunch],How often do you attend each of the following events? [Council],How often do you attend each of the following events? [Social Events],How often do you attend each of the following events? [Community Workshops],How often do you attend each of the following events? [Academic Talks],How often do you attend each of the following events? [Support Circles (that you identify with)],How often do you attend each of the following events? [Makerspace Workshops],"For events that you don't attend as often, why is that?","Please assess the following claims about food. [I have enough ingredients to make dishes from my ethnic, religious, or cultural cuisine if I want to.]","Please assess the following claims about food. [I am satisfied with the representation of my ethnic, religious, or cultural foods at dinner.]",Please assess the following claims about food. [The house's focus on vegan and vegetarian food is inclusive for me.],Please assess the following claims about food. [What I consider to be staple foods reflects what the house considers to be staple foods.],Please assess the following claims about food. [Reasonable food requests that I make are generally fulfilled.],Which workshops/events (if any) should be required each academic year for Community Engagement (CE) hours?,Meals and Cooking,Community Workshops,Academic Programming,Professional Development,Murals,Are there any murals that you find offensive and feel should be painted over?,Would you like to provide feedback about a support circle for gender and sexuality?,Do you have other feedback about programming?,Which support circles would you personally attend?,Do you have other feedback about creating a support circle for gender and/or sexuality?,"How would you personally be interested in continuing to provide feedback in future semesters (i.e., not this Fall, but Spring or afterwards) about your experience of inclusion issues?","If you would be interested in participating in a focus group or interview in a future semester, please indicate for which group(s).",Do you have suggestions on how to make Cloyne more inclusive for undocumented folks?,Do you have any other feedback about issues of inclusion at Cloyne?,Do you have any feedback for improving the survey itself?
10/30/2017 10:51,White,No,Male,Gay/Lesbian,No,No,0 (this is my first semester),,,,,,,,,,,,,,,,4,4,4,5 (Very well),5 (Very well),5 (Very well),I have not experienced microaggressions or other oppressive behaviors at Cloyne.,4,4,4,2,5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),3 (Somewhat),5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),3 (Somewhat),5 (Very much so),5 (Very much so),3 (Somewhat),3 (Somewhat),5 (Very much so),,,Just a mandatory meet ant greet of the whole hourse during welcome week. Also can welcome week become welcome two or three days.,"I didn't like the way the nudity/toplessness conversation went. I think it should have been handled with a more appropriate time frame 2-4 hours instead of being drawn out over half of the semester. I believe the community manager did a poor job in facilitating the community guidelines. I think it is inappropriate to force one's individual personal beliefs on a house of 140 people. It's extremely uncooperative. If toplessness is such an issue, I think they should seek out more private housing. ",3 (About half the time),2,1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),"The events are not fun, engaging, or otherwise worthwhile enough for me to attend more., I didn't come to Cloyne seeking a community.",2,3 (Somewhat),1 (Not at all),1 (Not at all),3 (Somewhat),I think each member should get to completely decide how they fulfill their CE hours.,"Enough communal food cooked for leftovers, Cooking workshops","None of the above, and I have no other ideas.",Promotion of on-campus academic/career resources,"Time-management workshop, Résumé-building workshop, Financial literacy workshop, YESS to financial literacy workshops",I really don't like the murals and I think we should vote on removing some old ones.,"I don't find them offensive necessarily, but tacky and not representative of Cloyne yes.","No, I'd like to provide final feedback or submit.",I don't think we have enough meat in the house and I don't think it is served often enough. The focus on providing vegan/vegetarian food goes much too far in my opinion. ,,,"None of the above, and I have no other ideas.",,,,
10/30/2017 11:17,White,Prefer not to say,Male,Straight,No,No,0 (this is my first semester),,,,,,,,,,,,,,,,4,4,4,4,3 (Somewhat),2,I have not experienced microaggressions or other oppressive behaviors at Cloyne.,4,3 (Somewhat),3 (Somewhat),2,4,4,4,5 (Very much so),5 (Very much so),1 (Not at all),2,3 (Somewhat),4,5 (Very much so),3 (Somewhat),2,4,2,3 (Somewhat),,,"None of the above, and I have no other ideas.",,5 (Almost always),2,3 (About half the time),2,1 (Almost never),1 (Almost never),2,I don't have enough time to attend.,5 (Very much so),3 (Somewhat),2,4,3 (Somewhat),I think each member should get to completely decide how they fulfill their CE hours.,"Enough communal food cooked for leftovers, Cooking workshops",Conflict resolution workshop,STEM talks,"GSI/professor dinners, Time-management workshop",House Account funding for large-scale murals,,"No, I'd like to provide final feedback or submit.",,,,"None of the above, and I have no other ideas.",,,,
10/30/2017 11:30,"Person of Color, White, Refugee",No,Female,"Straight, Prefer not to say",No,No,0 (this is my first semester),,"foreign-raised, whole family is made up of refugees",,,,,,,,,,,,,,3 (Somewhat),4,3 (Somewhat),2,3 (Somewhat),5 (Very well),"People have avoided socializing with me or even acknowledging me in common space., People have turned off music I've put on without asking me., I have experienced sexually inappropriate looks, comments, or actions.",3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),4,3 (Somewhat),3 (Somewhat),2,2,2,2,2,5 (Very much so),4,2,5 (Very much so),3 (Somewhat),3 (Somewhat),4,"Trans folks, Queer folks",,"""Initiation"" (inclusive, consensual, and substance-free, of course!), Check-ins throughout the semester with an involved member or manager, Big-little system (but--again--co-op style!), Outgoing managers encouraging members of underrepresented groups to run for positions",,5 (Almost always),5 (Almost always),5 (Almost always),5 (Almost always),5 (Almost always),1 (Almost never),5 (Almost always),"Not enough people who share my identities attend., I don't feel a substantial tie to this community., I don't have enough time to attend.",1 (Not at all),1 (Not at all),5 (Very much so),3 (Somewhat),5 (Very much so),Community Agreements,"Multicultural-themed special dinner, Enough communal food cooked for leftovers, Cooking workshops","Sexual assault prevention workshop, Know Your Rights workshop, Trans awareness workshop, Disability awareness workshop","Humanities talks, STEM talks, Talks about inclusion issues in STEM, Talks on oppression and social justice, Talks on cultures and identities, Support circle-hosted movie nights, Promotion of on-campus academic/career resources","GSI/professor dinners, Résumé-building workshop",House Account funding for large-scale murals,,"Yes, I want to fill out the Gender and Sexuality Support Circle section.",,Women and Femmes Circle,,"Focus groups (for HI hours), Interviews (for HI hours), Improving and running this survey again","Gender/sexuality-oppressed people, Undocumented people",,,
10/30/2017 11:33,Asian,Prefer not to say,Female,"Straight, Questioning",No,Yes,4,,,"Mental disorder (e.g., depression), Physical, Non-visible, Food related",N/A,N/A,5 (Very much so),2,Less barriers to getting work shift reduction to have extra time to deal with the disability. More accommodation /  for non visible disability.,N/A,N/A,N/A,N/A,N/A,,"The **** I need to deal with from the conventional medical world is depressing enough that my disorders aren't officially medically recognized, even though they are very real. Then living is difficult because I can't eat most things, and then living in the house is also difficult but more frustrating because I don't get a single accommodation for my non visible ""non recognized"" disability, yet I am expected to contribute to the house at the same level as people who can take advantage of all the benefits of living in the house. I have to spend a lot of money outside of the house to buy foods that I can eat (since things I can eat here run out of stock because they are expensive like cashew yogurt or almond butter), and this is a burden on my parents that makes me feel really guilty and sad and frustrated.",3 (Somewhat),4,5 (Very well),2,4,3 (Somewhat),People have avoided socializing with me or even acknowledging me in common space.,1 (Not at all),1 (Not at all),2,1 (Not at all),1 (Not at all),4,3 (Somewhat),3 (Somewhat),2,2,4,4,2,3 (Somewhat),3 (Somewhat),1 (Not at all),3 (Somewhat),2,2,,,"Cloyne is too big to have an engaged community. We should form smaller groups which aren't interest based (like dorm floors), because basing on interest forms too tight knit of a group? and we already have interest based groups. Having small groups with random people can bring shy people out and make people feel included.","Might not be an identity thing but there is definitely a central and very visible ""clique"" at cloyne, which is mostly white people, who dominate common spaces. I feel very excluded from this clique and these spaces and that's why I mostly stay in my room. I find that I see people of color in the kitchen I have never seen before because they are also never taking up space in common areas. I think if these people of manager power / social ""power"" are going to be dominating atmospheres like this, they should at least be friendly and open to new people being included in their space or whatever. Some of these people never smile at me or talk to me. I feel unacknowledged sometimes, it gives me anxiety. Some of the managers (who are part of this clique) have directly given me attitude in their manager emails, and it further pushed me outside of feeling comfortable in social life at cloyne. Another manager told me that they would personally not vote for my accommodation for disability before I even brought it up in council. So of course I did not feel comfortable bringing it up.

That being said I am very very happy that Josh is our project manager and I very much trust and feel comfortable disclosing this information to him.",3 (About half the time),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),"I don't feel a substantial tie to this community., I have social anxiety, especially with white people",1 (Not at all),1 (Not at all),4,1 (Not at all),3 (Somewhat),I think each member should get to completely decide how they fulfill their CE hours.,"Multicultural-themed special dinner, Enough communal food cooked for leftovers, Multicultural theme dinners and programming, Cooking workshops",Know Your Rights workshop,"Humanities talks, Talks about inclusion issues in STEM, Talks on cultures and identities",GSI/professor dinners,"None of the above, and I have no other ideas.",,"No, I'd like to provide final feedback or submit.",,,,I would do for CI/CE hours but I finished my HI,,,,
10/30/2017 11:35,Asian,Yes,Male,Straight,No,No,1,,Transfer student,,,,,,,,,,,,,,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),4,People have avoided socializing with me or even acknowledging me in common space.,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),4,4,3 (Somewhat),3 (Somewhat),3 (Somewhat),,,"Check-ins throughout the semester with an involved member or manager, Big-little system (but--again--co-op style!)",,1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),"I didn't come to Cloyne seeking a community., I don't have enough time to attend.",3 (Somewhat),N/A,5 (Very much so),4,N/A,Community Agreements,Multicultural theme dinners and programming,"Sexual assault prevention workshop, Protest workshop, Know Your Rights workshop, Conflict resolution workshop, Trans awareness workshop, Disability awareness workshop","Humanities talks, STEM talks, Talks about inclusion issues in STEM, Talks on oppression and social justice, Talks on cultures and identities, Support circle-hosted movie nights","GSI/professor dinners, Time-management workshop, Mock interviews","None of the above, and I have no other ideas.",,"No, I'd like to provide final feedback or submit.",,,,"Focus groups (for HI hours), Interviews (for HI hours)","People of color, Low-income people",,,
10/30/2017 11:47,Latinx/Chicanx,Yes,Male,"Bisexual, Questioning",Yes,No,0 (this is my first semester),,,,,,,,,,,,,,,,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),"I have experienced sexually inappropriate looks, comments, or actions.",3 (Somewhat),4,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),,,Big-little system (but--again--co-op style!),,1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),I don't feel a substantial tie to this community.,3 (Somewhat),3 (Somewhat),3 (Somewhat),2,1 (Not at all),I think each member should get to completely decide how they fulfill their CE hours.,Cooking workshops,"None of the above, and I have no other ideas.","STEM talks, Promotion of on-campus academic/career resources","GSI/professor dinners, Time-management workshop","None of the above, and I have no other ideas.","Virgin Mary quoting "" Even I sucked in high school "" on west wing 2nd floor by the stairs. ","No, I'd like to provide final feedback or submit.",,,,Improving and running this survey again,,,Dinner/Brunch is too vegan and vegetarian sometimes. ,
10/30/2017 11:59,Latinx/Chicanx,Yes,Male,Straight,Yes,No,0 (this is my first semester),,,,,,,,,,,,,,,,1 (Very poorly),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),"People have avoided socializing with me or even acknowledging me in common space., Just don't feel welcomed as a person of color, I feel uncomfertable",1 (Not at all),1 (Not at all),1 (Not at all),1 (Not at all),1 (Not at all),3 (Somewhat),3 (Somewhat),1 (Not at all),2,1 (Not at all),4,3 (Somewhat),1 (Not at all),1 (Not at all),3 (Somewhat),2,3 (Somewhat),3 (Somewhat),1 (Not at all),"People of color, Low-income folks, First-gen college students","People of color, Low-income folks, First-gen college students","None of the above, and I have no other ideas.",,1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),"I don't feel a substantial tie to this community., The events are not fun, engaging, or otherwise worthwhile enough for me to attend more., I don't have enough time to attend., don't feel welcomed",1 (Not at all),1 (Not at all),5 (Very much so),1 (Not at all),N/A,,"Enough communal food cooked for leftovers, Cooking workshops","None of the above, and I have no other ideas.","Talks on oppression and social justice, Promotion of on-campus academic/career resources","Résumé-building workshop, Mock interviews, Financial literacy workshop",Create more murals that represent marginalized groups,The Virgin Mary one of the west wing,"No, I'd like to provide final feedback or submit.",,,,"Interviews (for HI hours), None of the above, and I have no other ideas.",first gen,,"I just think when people move in there should be more of a welcome vibe, when I came here I was scared and un welcomed which has stuck to me to this day. I felt alone and isolated. ",good survery
10/30/2017 13:28,White,No,Male,Straight,No,No,0 (this is my first semester),,,,,,,,,,,,,,,,4,4,4,5 (Very well),5 (Very well),5 (Very well),I have not experienced microaggressions or other oppressive behaviors at Cloyne.,5 (Very much so),5 (Very much so),4,3 (Somewhat),4,4,2,2,2,4,5 (Very much so),5 (Very much so),5 (Very much so),4,3 (Somewhat),3 (Somewhat),4,4,3 (Somewhat),,,"""Initiation"" (inclusive, consensual, and substance-free, of course!), Outgoing managers encouraging members of underrepresented groups to run for positions",could we get more mushrooms?,5 (Almost always),4,2,3 (About half the time),1 (Almost never),2,2,"I don't have enough time to attend., I would like to attend more events but I am usually not sure when they are happening as it is hard to stay on top of the list serve",2,4,5 (Very much so),5 (Very much so),4,"Community Agreements, Consent Workshop, Two councils (one per semester)","Cooking workshops, for some really eccentric ethnic foods","Sexual assault prevention workshop, lets have a sexual health workshop","Humanities talks, philosophy and tea",Résumé-building workshop,individual contribution,"yes, the one in the W2 hallway that is a monkey with a banana, it is gross and stupid","No, I'd like to provide final feedback or submit.",,,,Improving and running this survey again,"none as of now, i dont identify with these groups",,,
10/30/2017 13:36,Middle Eastern or North African,No,Male,Straight,No,No,2,,,,,,,,,,,,,,,,3 (Somewhat),2,2,2,2,4,"People have turned off music I've put on without asking me., People have made me feel that I was being overly sensitive in reacting to oppressive behavior.",1 (Not at all),2,4,2,2,4,3 (Somewhat),4,3 (Somewhat),4,4,4,4,4,4,5 (Very much so),5 (Very much so),5 (Very much so),4,,,"""Initiation"" (inclusive, consensual, and substance-free, of course!), Check-ins throughout the semester with an involved member or manager, Outgoing managers encouraging members of underrepresented groups to run for positions",,5 (Almost always),5 (Almost always),3 (About half the time),3 (About half the time),4,2,1 (Almost never),I don't have enough time to attend.,4,3 (Somewhat),4,4,5 (Very much so),"Anti-Oppression Workshop, Community Agreements, Two councils (one per semester)","Multicultural-themed special dinner, Enough communal food cooked for leftovers, Multicultural theme dinners and programming, Cooking workshops","Sexual assault prevention workshop, Disability awareness workshop","Humanities talks, Talks on oppression and social justice, Talks on cultures and identities, Support circle-hosted movie nights","GSI/professor dinners, Résumé-building workshop","Create more murals that represent marginalized groups, House Account funding for large-scale murals",,"No, I'd like to provide final feedback or submit.",,,,"Support circle discussions about Cloyne-specific issues, Focus groups (for HI hours), Interviews (for HI hours)",People of color,,,
10/30/2017 14:28,Latinx/Chicanx,Yes,Female,Straight,Yes,Prefer not to say,0 (this is my first semester),,,,,,,,,,,,,,,,2,4,3 (Somewhat),3 (Somewhat),3 (Somewhat),4,"People have avoided socializing with me or even acknowledging me in common space., People have made me feel that I was being overly sensitive in reacting to oppressive behavior.",5 (Very much so),5 (Very much so),4,3 (Somewhat),3 (Somewhat),3 (Somewhat),1 (Not at all),4,1 (Not at all),1 (Not at all),4,2,5 (Very much so),2,3 (Somewhat),4,2,2,4,"People of color, Women","People of color, Low-income folks, Trans folks, People with disabilities","""Initiation"" (inclusive, consensual, and substance-free, of course!), Big-little system (but--again--co-op style!), Outgoing managers encouraging members of underrepresented groups to run for positions",,5 (Almost always),5 (Almost always),1 (Almost never),2,2,2,1 (Almost never),"Not enough people who share my identities attend., I don't feel a substantial tie to this community., I don't have enough time to attend.",4,5 (Very much so),N/A,5 (Very much so),4,"Anti-Oppression Workshop, Community Agreements, Consent Workshop",Multicultural-themed special dinner,Sexual assault prevention workshop,"STEM talks, Talks about inclusion issues in STEM, Talks on cultures and identities, Promotion of on-campus academic/career resources","GSI/professor dinners, Résumé-building workshop, Financial literacy workshop","None of the above, and I have no other ideas.",n/a,"No, I'd like to provide final feedback or submit.",,,,"Support circle discussions about Cloyne-specific issues, Improving and running this survey again","People of color, Gender/sexuality-oppressed people, Low-income people",,,
10/30/2017 16:59,White,No,Female,Straight,No,Yes,0 (this is my first semester),,Study-abroad,"Mental disorder (e.g., depression)",4,5 (Very much so),5 (Very much so),5 (Very much so),"Support circle for people recovering from addiction (like Alcoholics Anonymous), Requirement that other house members attend a disability awareness workshop once a year",,,,,,,,4,5 (Very well),3 (Somewhat),3 (Somewhat),4,4,I have not experienced microaggressions or other oppressive behaviors at Cloyne.,4,4,5 (Very much so),3 (Somewhat),5 (Very much so),5 (Very much so),4,5 (Very much so),3 (Somewhat),4,5 (Very much so),5 (Very much so),5 (Very much so),3 (Somewhat),5 (Very much so),5 (Very much so),3 (Somewhat),4,5 (Very much so),,,"None of the above, and I have no other ideas.",,3 (About half the time),1 (Almost never),2,2,1 (Almost never),5 (Almost always),1 (Almost never),"I don't feel a substantial tie to this community., The events are not fun, engaging, or otherwise worthwhile enough for me to attend more., I don't have enough time to attend.",5 (Very much so),5 (Very much so),5 (Very much so),4,N/A,I think each member should get to completely decide how they fulfill their CE hours.,Enough communal food cooked for leftovers,"Sexual assault prevention workshop, Disability awareness workshop, None of the above, and I have no other ideas.",Support circle-hosted movie nights,"GSI/professor dinners, Résumé-building workshop, Mock interviews",House Account funding for large-scale murals,"YES! Walking up the staircase on the right of the dining room, there is a mural of naked women, that I find offensive and inappropriate and that honestly makes me feel uncomfortable","No, I'd like to provide final feedback or submit.",,,,"None of the above, and I have no other ideas.",People with disabilities,,,
10/30/2017 17:26,"White, Asian, White / Indian mixed race ",Yes,Male,Straight,No,No,1,,,,,,,,,,,,,,,,5 (Very well),5 (Very well),5 (Very well),5 (Very well),5 (Very well),5 (Very well),I have not experienced microaggressions or other oppressive behaviors at Cloyne.,4,5 (Very much so),5 (Very much so),3 (Somewhat),5 (Very much so),5 (Very much so),3 (Somewhat),4,3 (Somewhat),4,5 (Very much so),4,2,5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),,,Outgoing managers encouraging members of underrepresented groups to run for positions,,5 (Almost always),5 (Almost always),2,2,2,1 (Almost never),2,I don't have enough time to attend.,N/A,5 (Very much so),5 (Very much so),5 (Very much so),N/A,"Community Agreements, Consent Workshop, Two councils (one per semester)","Multicultural-themed special dinner, Multicultural theme dinners and programming","Sexual assault prevention workshop, Know Your Rights workshop, Conflict resolution workshop, Trans awareness workshop, Disability awareness workshop","STEM talks, Talks on cultures and identities, Promotion of on-campus academic/career resources","GSI/professor dinners, Time-management workshop, Résumé-building workshop, Mock interviews, Financial literacy workshop",House Account funding for large-scale murals,,"No, I'd like to provide final feedback or submit.",,,,Improving and running this survey again,,,,
10/30/2017 19:05,Latinx/Chicanx,Yes,Female,Straight,Yes,No,0 (this is my first semester),,,,,,,,,,,,,,,,4,3 (Somewhat),5 (Very well),5 (Very well),3 (Somewhat),5 (Very well),"I’ve heard or been told inappropriate jokes, questions, stereotypes, slurs, etc., Prefer not to say",5 (Very much so),5 (Very much so),5 (Very much so),4,5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),4,5 (Very much so),5 (Very much so),5 (Very much so),4,5 (Very much so),5 (Very much so),4,,,Big-little system (but--again--co-op style!),,5 (Almost always),3 (About half the time),4,4,1 (Almost never),1 (Almost never),1 (Almost never),I don't have enough time to attend.,5 (Very much so),5 (Very much so),1 (Not at all),5 (Very much so),5 (Very much so),Two councils (one per semester),Cooking workshops,"None of the above, and I have no other ideas.","STEM talks, Promotion of on-campus academic/career resources",Mock interviews,Create more murals that represent marginalized groups,,"No, I'd like to provide final feedback or submit.",,,,Focus groups (for HI hours),People of color,,,
10/30/2017 19:38,Latinx/Chicanx,Yes,Female,Straight,Yes,No,0 (this is my first semester),,,,,,,,,,,,,,,,4,4,4,4,3 (Somewhat),4,"I’ve heard or been told inappropriate jokes, questions, stereotypes, slurs, etc.",1 (Not at all),3 (Somewhat),4,3 (Somewhat),4,3 (Somewhat),2,5 (Very much so),4,4,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),4,4,4,4,4,"People of color, Low-income folks, First-gen college students",,"None of the above, and I have no other ideas.",,5 (Almost always),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),1 (Almost never),"I don't feel a substantial tie to this community., I don't have enough time to attend.",3 (Somewhat),3 (Somewhat),4,4,2,I think each member should get to completely decide how they fulfill their CE hours.,"Multicultural-themed special dinner, Enough communal food cooked for leftovers, Multicultural theme dinners and programming, Cooking workshops",Know Your Rights workshop,"None of the above, and I have no other ideas.","None of the above, and I have no other ideas.",Create more murals that represent marginalized groups,,"No, I'd like to provide final feedback or submit.",,,,"None of the above, and I have no other ideas.",n/a,n/a,n/a,n/a
10/30/2017 19:43,White,No,Male,Straight,No,No,2,,,,,,,,,,,,,,,,4,4,4,2,2,4,People have avoided socializing with me or even acknowledging me in common space.,5 (Very much so),4,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),2,5 (Very much so),2,5 (Very much so),5 (Very much so),5 (Very much so),5 (Very much so),4,4,4,4,4,4,People with disabilities,People with disabilities,"Instead of individual programs, a greater emphasis on what being cooperative means—perhaps through a series of workshops as well as an effort from veteran members to create a more inclusive and community-oriented atmosphere. ",,4,3 (About half the time),2,2,2,1 (Almost never),1 (Almost never),"The events are not fun, engaging, or otherwise worthwhile enough for me to attend more., I don't have enough time to attend.",4,4,4,5 (Very much so),N/A,"Anti-Oppression Workshop, Community Agreements, Consent Workshop, Two councils (one per semester)","Enough communal food cooked for leftovers, Cooking workshops","Sexual assault prevention workshop, Know Your Rights workshop, Conflict resolution workshop, Trans awareness workshop, Disability awareness workshop","Humanities talks, STEM talks, Talks about inclusion issues in STEM, Talks on oppression and social justice, Talks on cultures and identities","GSI/professor dinners, Time-management workshop, Résumé-building workshop, Financial literacy workshop","Create more murals that represent marginalized groups, House Account funding for large-scale murals, Replacing old, ugly murals that have references to substances (see E2 for some examples) or that focus on people like John Searle. ","The John Searle mural, some of the murals in the E2 hallway that are plainly ugly. ","No, I'd like to provide final feedback or submit.",,,,"None of the above, and I have no other ideas.",,,,
10/30/2017 19:55,Latinx/Chicanx,Yes,Female,Prefer not to say,Yes,No,0 (this is my first semester),,,,,,,,,,,,,,,,2,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),Defintely clique-y,3 (Somewhat),2,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),2,3 (Somewhat),3 (Somewhat),3 (Somewhat),4,3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),3 (Somewhat),,,"None of the above, and I have no other ideas.",,3 (About half the time),2,1 (Almost never),1 (Almost never),2,2,2,I don't have enough time to attend.,3 (Somewhat),3 (Somewhat),2,3 (Somewhat),3 (Somewhat),"Anti-Oppression Workshop, Consent Workshop, I think each member should get to completely decide how they fulfill their CE hours.","Multicultural-themed special dinner, Enough communal food cooked for leftovers","Know Your Rights workshop, Trans awareness workshop, Disability awareness workshop, How to Live with People of Color Workshop",Talks on cultures and identities,Résumé-building workshop,House Account funding for large-scale murals,,"Yes, I want to fill out the Gender and Sexuality Support Circle section.",,Gender Empowerment Circle,,Improving and running this survey again,People of color,"An undocumented support circle would be a good idea, I feel. ","I feel that different languages should feel empowered. For example, I don't want to make anyone uncomfortable when I play a Spanish song in the kitchen but I'm also not going to change my taste in music because it is my way of making MYSELF comfortable in a place like Cloyne.",
